Time,Amplitude,Heart_Rate,SPO2,Blood_Pressure,Temperature
865.512,0.31,157,95.5,109/72,37.1
865.516,0.32,144,92.8,138/80,36.8
865.52,0.33,107,88.9,124/86,36.8
865.524,0.34,178,92.8,126/71,36.1
865.528,0.31,173,91.9,113/81,36.4
865.532,0.29,153,88.2,101/81,37.5
865.536,0.295,155,92.0,112/84,37.0
865.54,0.265,116,91.5,102/89,36.4
865.544,0.21,118,95.6,103/87,36.5
865.548,0.16,167,90.7,119/79,36.9
865.552,0.115,142,92.3,129/72,36.0
865.556,0.135,161,89.4,131/80,36.6
865.56,0.13,166,95.5,105/70,37.4
865.564,0.15,157,91.0,124/79,37.2
865.568,0.125,175,88.9,113/85,36.7
865.572,0.125,174,94.0,104/89,36.8
865.576,0.085,106,93.6,114/88,36.7
865.58,0.065,100,94.6,130/84,36.7
865.584,0.04,169,92.9,122/87,37.0
865.588,0.085,132,88.3,120/72,36.2
865.592,0.07,151,88.6,114/89,36.9
865.596,0.105,161,89.2,113/82,36.9
865.6,0.12,133,95.1,103/72,36.2
865.604,0.095,153,91.3,119/71,37.4
865.608,0.055,176,94.1,135/80,36.7
865.612,0.025,123,94.6,121/85,37.2
865.616,0.04,161,91.3,133/79,36.8
865.62,-0.005,134,90.9,110/89,36.1
865.624,-0.015,143,93.0,133/78,36.5
865.628,-0.025,120,92.0,122/89,37.2
865.632,0.01,144,93.9,124/86,36.4
865.636,0.035,132,94.6,122/76,36.4
865.64,0.065,121,95.0,106/76,36.8
865.644,0.125,142,94.9,136/89,36.2
865.648,0.115,135,95.7,105/89,36.4
865.652,0.065,151,89.1,100/77,36.2
865.656,0.055,117,88.4,139/84,36.2
865.66,0.05,160,91.8,128/77,36.7
865.664,0.04,150,92.7,110/81,37.1
865.668,0.05,144,94.3,118/79,36.5
865.672,0.1,109,92.7,133/75,37.4
865.676,0.155,123,88.2,101/72,36.5
865.68,0.08,172,89.2,117/83,37.0
865.684,0.1,115,89.8,121/88,36.1
865.688,0.105,176,90.3,136/76,36.4
865.692,0.12,151,89.4,116/87,36.4
865.696,0.13,133,92.5,139/75,37.3
865.7,0.14,179,95.3,117/78,37.3
865.704,0.09,113,89.0,139/75,36.6
865.708,0.07,149,88.7,101/82,36.8
865.712,0.02,109,93.0,107/82,36.3
865.716,0.03,142,94.7,129/74,36.6
865.72,0.08,137,94.2,139/72,37.5
865.724,0.06,110,88.9,111/72,36.2
865.728,0.07,147,89.1,108/84,36.9
865.732,0.025,117,93.0,105/88,36.4
865.736,0.025,111,90.5,122/74,36.7
865.74,0.025,100,93.7,115/78,36.8
865.744,0.035,104,95.3,116/87,36.2
865.748,-0.045,149,95.9,128/80,37.2
865.752,-0.095,115,90.6,104/87,36.4
865.756,-0.12,172,88.2,102/87,37.2
865.76,-0.175,100,90.6,109/77,36.1
865.764,-0.2,165,95.6,117/88,36.6
865.768,-0.21,106,88.3,130/79,37.5
865.772,-0.265,161,95.3,113/81,36.2
865.776,-0.335,127,89.3,103/73,36.5
865.78,-0.34,175,94.4,100/71,36.8
865.784,-0.365,149,92.2,131/89,37.0
865.788,-0.355,159,89.7,124/70,36.9
865.792,-0.34,127,95.2,110/84,36.5
865.796,-0.16,162,91.9,128/81,36.6
865.8,0.155,165,90.1,107/89,36.9
865.804,0.49,125,91.4,132/71,36.1
865.808,0.445,169,94.3,110/86,36.4
865.812,-0.185,129,91.1,116/74,36.1
865.816,-0.825,136,94.8,122/75,37.1
865.82,-1.465,155,91.3,112/80,36.4
865.824,-2.105,169,95.6,100/74,36.6
865.828,-2.745,154,92.3,121/75,36.1
865.832,-3.385,158,88.7,133/78,36.1
865.836,-4.025,102,89.8,130/71,37.3
865.84,-4.665,151,92.5,132/86,36.7
865.844,-5.305,122,92.7,105/88,37.2
865.848,-5.945,173,91.6,102/89,37.3
865.852,-6.585,170,95.1,115/77,36.0
865.856,-7.225,168,94.7,103/88,37.4
865.86,-7.865,114,88.8,127/77,36.5
865.864,-8.175,150,94.8,103/74,36.9
865.868,-7.54,118,89.0,117/73,36.5
865.872,-6.905,166,93.8,128/82,37.4
865.876,-6.27,106,91.6,118/81,37.4
865.88,-5.635,113,89.8,136/80,36.5
865.884,-5.0,169,90.2,110/82,37.3
865.888,-4.365,159,95.0,103/81,37.1
865.892,-3.73,114,94.5,138/88,37.0
865.896,-3.095,129,88.6,136/88,36.7
865.9,-2.46,150,88.9,107/72,36.2
865.904,-1.825,112,92.4,131/81,36.5
865.908,-1.19,174,89.5,112/73,36.1
865.912,-0.555,172,92.6,103/73,37.1
865.916,0.08,152,92.5,101/70,37.5
865.92,0.715,165,91.2,134/88,36.4
865.924,0.9,102,95.5,136/71,36.4
865.928,0.905,162,88.7,123/87,37.5
865.932,0.915,127,92.7,105/89,37.4
865.936,0.95,138,93.2,120/70,36.2
865.94,0.96,161,94.1,110/70,37.1
865.944,0.99,139,95.4,100/70,36.8
865.948,0.985,117,93.7,129/71,36.2
865.952,0.985,108,94.8,101/76,36.3
865.956,0.98,150,91.1,102/70,36.1
865.96,0.97,117,92.7,124/71,36.7
865.964,0.945,158,88.2,118/85,36.9
865.968,0.965,125,91.8,123/88,36.5
865.972,0.975,127,95.5,101/88,36.3
865.976,0.99,101,91.0,100/87,36.5
865.98,0.99,124,91.8,101/74,37.2
865.984,1.005,171,88.6,102/78,37.3
865.988,1.015,153,94.1,107/70,36.1
865.992,1.005,130,89.9,113/74,36.0
865.996,1.045,116,88.6,116/74,36.1
866.0,0.99,111,88.3,138/87,36.3
866.004,0.995,120,91.8,107/78,36.4
866.008,1.035,137,93.4,104/71,36.6
866.012,1.07,111,95.7,103/70,37.3
866.016,1.09,129,93.5,104/84,37.1
866.02,1.095,146,93.8,139/89,37.2
866.024,1.07,139,93.6,127/78,37.1
866.028,1.115,166,90.9,107/85,37.2
866.032,1.165,116,88.2,115/86,36.6
866.036,1.1,128,95.9,138/79,36.2
866.04,1.135,107,94.6,112/84,37.4
866.044,1.155,126,91.0,139/89,36.2
866.048,1.17,126,89.8,136/84,36.2
866.052,1.155,103,89.4,134/86,36.5
866.056,1.125,150,92.9,113/88,36.6
866.06,1.145,144,91.4,121/81,36.4
866.064,1.135,112,90.3,130/82,37.0
866.068,1.115,137,88.3,138/80,36.9
866.072,1.07,116,93.9,138/74,36.9
866.076,1.09,152,89.2,119/85,37.0
866.08,1.11,141,89.5,100/88,36.7
866.084,1.155,141,95.5,126/72,36.8
866.088,1.135,150,95.4,126/78,36.5
866.092,1.16,136,92.7,122/75,37.4
866.096,1.125,153,89.8,130/78,36.1
866.1,1.135,105,95.5,109/85,36.5
866.104,1.155,144,89.4,120/85,37.2
866.108,1.11,100,90.8,113/81,36.5
866.112,1.065,148,93.1,131/73,36.0
866.116,1.05,154,95.9,132/78,36.3
866.12,1.07,144,91.0,102/84,36.9
866.124,1.065,103,91.0,112/82,37.3
866.128,1.035,170,95.4,127/79,36.9
866.132,1.05,148,91.2,138/78,36.5
866.136,1.06,113,92.2,138/85,37.1
866.14,0.995,177,89.9,115/87,37.2
866.144,0.955,114,89.5,121/82,36.7
866.148,0.905,162,88.1,134/87,36.8
866.152,0.92,134,88.8,109/81,36.4
866.156,0.945,139,90.5,115/75,36.1
866.16,0.965,159,94.7,118/79,37.5
866.164,0.95,113,94.3,111/85,36.8
866.168,0.99,160,90.6,119/70,37.1
866.172,0.985,138,92.8,139/72,36.2
866.176,0.925,152,88.7,113/86,37.0
866.18,1.01,155,94.0,106/80,37.5
866.184,1.055,142,93.2,117/82,37.0
866.188,1.035,115,94.3,118/75,36.1
866.192,1.11,142,88.7,114/87,37.1
866.196,1.155,132,95.6,131/73,36.6
866.2,1.215,152,91.9,119/82,37.3
866.204,1.27,179,95.3,102/76,36.6
866.208,1.29,103,94.0,136/83,36.5
866.212,1.315,103,91.1,109/74,36.4
866.216,1.395,160,94.4,109/86,36.8
866.22,1.485,105,95.7,131/88,36.4
866.224,1.535,131,88.8,108/78,36.9
866.228,1.59,121,92.6,126/79,37.4
866.232,1.6,142,93.8,127/73,37.1
866.236,1.585,117,95.9,116/72,36.4
866.24,1.595,120,88.7,127/84,36.5
866.244,1.63,178,93.4,123/86,37.0
866.248,1.64,154,90.2,104/72,36.4
866.252,1.63,168,89.2,103/79,36.4
866.256,1.715,173,94.0,101/73,36.3
866.26,1.725,146,92.5,131/72,36.9
866.264,1.745,101,94.2,112/84,37.3
866.268,1.75,163,88.4,135/75,36.7
866.272,1.72,115,88.1,103/80,36.6
866.276,1.7,132,95.3,124/83,36.5
866.28,1.69,111,95.1,105/73,36.8
866.284,1.67,141,88.1,133/80,37.5
866.288,1.675,178,88.3,100/89,36.7
866.292,1.675,178,88.2,130/73,36.2
866.296,1.705,130,95.8,119/72,36.2
866.3,1.73,110,93.1,103/79,37.4
866.304,1.77,158,90.7,137/77,36.4
866.308,1.69,104,90.6,112/81,37.4
866.312,1.675,176,95.9,102/70,36.9
866.316,1.63,175,89.3,126/77,36.8
866.32,1.67,105,90.6,120/81,36.3
866.324,1.65,113,92.7,108/78,36.8
866.328,1.64,153,92.4,130/85,36.4
866.332,1.63,161,91.8,109/88,36.5
866.336,1.615,149,91.2,109/71,36.3
866.34,1.605,174,90.2,130/87,36.8
866.344,1.555,138,91.2,107/72,36.0
866.348,1.525,127,92.9,106/88,36.4
866.352,1.56,136,92.1,135/83,36.2
866.356,1.58,148,89.6,136/70,36.6
866.36,1.645,119,95.1,137/71,37.4
866.364,1.67,118,89.6,119/85,36.3
866.368,1.64,105,89.4,108/81,36.7
866.372,1.655,141,92.8,132/88,36.5
866.376,1.715,148,94.6,107/79,36.1
866.38,1.695,150,92.1,120/82,37.2
866.384,1.675,106,92.7,106/88,36.7
866.388,1.715,101,94.2,138/77,36.8
866.392,1.725,142,94.1,124/87,36.8
866.396,1.765,154,95.3,128/82,37.4
866.4,1.78,120,92.6,139/88,37.1
866.404,1.775,122,89.2,117/76,36.1
866.408,1.795,167,90.2,101/83,37.1
866.412,1.74,100,92.6,132/89,36.1
866.416,1.715,162,93.9,125/79,36.8
866.42,1.71,122,94.1,105/70,36.5
866.424,1.705,146,89.0,138/78,36.5
866.428,1.695,144,93.8,118/80,36.1
866.432,1.7,138,95.5,116/82,36.0
866.436,1.655,173,91.0,104/80,37.2
866.44,1.625,168,93.1,119/88,37.3
866.444,1.645,134,93.8,134/86,36.5
866.448,1.64,160,95.1,117/78,36.7
866.452,1.62,176,88.5,113/74,36.8
866.456,1.555,126,91.0,137/77,36.1
866.46,1.565,136,90.4,133/80,37.3
866.464,1.575,121,93.5,119/74,36.9
866.468,1.54,124,91.1,136/81,36.8
866.472,1.53,100,92.4,112/79,36.9
866.476,1.515,170,91.5,126/82,36.8
866.48,1.555,133,93.0,128/70,36.9
866.484,1.485,169,93.6,139/79,37.0
866.488,1.48,158,94.9,134/80,37.2
866.492,1.495,105,93.2,127/85,37.1
866.496,1.49,123,88.6,111/77,37.1
866.5,1.5,125,92.8,125/87,36.8
866.504,1.47,106,91.8,113/73,36.7
866.508,1.455,156,95.8,114/72,36.6
866.512,1.4,175,93.6,101/83,36.6
866.516,1.4,123,91.2,137/73,37.1
866.52,1.325,158,90.4,121/85,36.7
866.524,1.28,179,91.9,109/79,37.0
866.528,1.22,139,95.6,103/81,36.5
866.532,1.23,133,92.8,114/74,36.8
866.536,1.22,127,88.9,107/87,36.9
866.54,1.135,175,92.8,126/74,36.0
866.544,1.12,135,93.1,126/89,36.4
866.548,1.1,161,94.6,115/74,36.9
866.552,1.0,125,90.5,135/71,37.4
866.556,1.035,172,94.3,119/71,36.5
866.56,1.015,153,93.0,135/76,36.6
866.564,1.005,105,90.9,114/79,36.5
866.568,0.995,135,89.6,133/80,36.1
866.572,1.0,108,91.4,127/73,37.3
866.576,1.07,146,94.2,115/70,36.8
866.58,1.075,105,95.8,112/80,36.5
866.584,1.07,122,92.0,139/87,36.1
866.588,1.005,174,89.6,133/74,36.8
866.592,0.97,100,88.2,122/75,36.3
866.596,0.955,146,92.4,105/78,36.5
866.6,0.955,140,90.8,138/78,36.6
866.604,0.965,151,88.6,107/86,36.2
866.608,0.96,127,92.3,101/85,36.7
866.612,0.955,157,89.2,135/88,36.7
866.616,0.98,135,89.7,100/76,36.4
866.62,0.975,143,89.1,113/74,36.8
866.624,0.95,137,92.8,109/77,36.6
866.628,0.965,143,93.0,123/81,36.5
866.632,1.03,159,88.5,119/76,36.2
866.636,1.01,114,94.5,113/78,37.3
866.64,1.015,128,89.1,121/72,37.1
866.644,1.04,128,89.9,134/70,36.5
866.648,1.06,155,94.2,100/88,36.9
866.652,1.06,160,95.5,109/88,37.4
866.656,1.055,116,93.6,107/72,36.0
866.66,1.055,115,91.4,106/80,37.4
866.664,1.08,100,92.2,114/83,36.3
866.668,1.11,176,91.5,123/87,36.7
866.672,1.11,179,96.0,135/88,36.7
866.676,1.12,104,88.9,106/84,36.7
866.68,1.14,156,90.5,111/88,36.3
866.684,1.185,126,91.5,133/84,37.1
866.688,1.175,105,92.6,105/78,36.1
866.692,1.11,101,88.9,115/88,36.6
866.696,1.14,164,93.0,126/71,37.1
866.7,1.175,147,89.4,119/85,37.1
866.704,1.16,124,92.4,131/70,36.7
866.708,1.15,147,88.2,135/87,36.2
866.712,1.17,121,88.2,109/85,37.3
866.716,1.16,112,89.1,136/74,37.2
866.72,1.18,175,89.7,116/87,36.0
866.724,1.16,108,95.9,124/73,36.3
866.728,1.105,150,95.2,101/76,36.8
866.732,1.1,165,95.8,123/73,36.8
866.736,1.09,147,95.5,125/81,36.5
866.74,1.095,105,89.3,107/78,36.9
866.744,1.07,118,90.2,133/72,36.2
866.748,1.03,135,94.4,112/88,36.4
866.752,1.01,168,89.8,112/70,36.5
866.756,1.005,170,92.9,128/73,36.2
866.76,0.945,175,90.2,109/77,37.2
866.764,0.95,112,95.5,122/87,36.7
866.768,0.97,153,88.6,101/84,37.3
866.772,0.955,114,90.3,134/83,36.4
866.776,0.965,119,92.7,110/85,37.4
866.78,0.97,155,95.6,108/77,37.0
866.784,0.995,160,88.4,103/87,37.2
866.788,1.01,102,95.4,122/86,36.7
866.792,0.98,167,95.5,106/82,37.1
866.796,0.965,161,95.0,136/76,37.5
866.8,0.97,138,89.3,105/76,36.7
866.804,0.925,178,90.5,110/87,37.4
866.808,0.945,113,89.2,131/75,37.2
866.812,1.055,113,93.4,111/89,36.1
866.816,1.075,124,94.2,100/75,36.7
866.82,1.055,103,94.9,101/83,36.7
866.824,1.08,170,92.0,121/77,36.5
866.828,1.075,177,90.2,110/70,36.3
866.832,1.04,159,90.0,132/76,36.9
866.836,1.025,179,88.8,135/70,36.6
866.84,1.045,148,92.5,126/87,36.3
866.844,1.01,168,89.5,117/73,36.4
866.848,1.0,142,88.6,124/83,36.8
866.852,1.035,123,89.1,112/82,36.2
866.856,1.065,129,94.3,131/75,37.3
866.86,1.11,108,92.9,122/78,36.6
866.864,1.1,101,92.2,108/72,37.4
866.868,1.105,119,95.9,129/88,36.9
866.872,1.1,173,93.5,106/78,37.2
866.876,1.08,114,94.8,136/76,36.3
866.88,1.055,134,90.4,100/83,37.0
866.884,1.105,144,88.2,114/71,36.0
866.888,1.085,150,94.2,126/82,36.6
866.892,1.07,169,88.3,105/73,36.6
866.896,1.045,157,92.0,111/77,37.2
866.9,1.05,151,93.8,103/87,36.6
866.904,1.06,106,92.0,105/73,36.3
866.908,1.035,132,90.4,116/71,36.4
866.912,1.03,120,91.1,105/75,37.0
866.916,1.04,162,95.6,102/84,36.9
866.92,1.05,159,88.0,117/83,36.7
866.924,1.015,133,92.2,138/73,36.6
866.928,0.955,115,88.2,125/71,36.1
866.932,0.945,146,89.7,118/77,37.3
866.936,0.96,173,95.9,105/80,36.8
866.94,0.92,118,89.6,107/80,37.2
866.944,0.845,177,90.3,133/85,36.9
866.948,0.89,138,89.1,133/82,36.5
866.952,0.925,126,91.1,124/73,37.1
866.956,0.9,153,90.0,105/79,36.3
866.96,0.89,127,90.8,133/77,36.9
866.964,0.895,128,95.9,127/77,37.4
866.968,0.88,161,90.9,134/80,36.3
866.972,0.865,173,94.9,126/85,36.8
866.976,0.83,168,90.6,101/76,36.4
866.98,0.815,105,91.7,139/77,37.1
866.984,0.81,154,89.9,128/73,37.5
866.988,0.8,165,94.4,139/71,37.1
866.992,0.785,135,94.4,132/86,36.1
866.996,0.745,106,89.1,101/86,36.2
867.0,0.755,117,88.4,109/83,36.1
867.004,0.765,122,92.8,139/77,37.2
867.008,0.77,127,92.1,104/73,36.9
867.012,0.775,105,94.5,122/85,36.2
867.016,0.8,172,92.5,110/71,36.1
867.02,0.825,133,91.5,112/74,36.7
867.024,0.825,135,89.4,119/83,37.3
867.028,0.895,141,90.5,136/70,37.1
867.032,0.92,148,90.3,111/74,36.2
867.036,0.855,119,92.5,106/80,36.8
867.04,0.88,106,94.6,118/88,36.6
867.044,0.88,164,93.7,119/77,37.0
867.048,0.885,116,91.4,107/74,36.2
867.052,0.9,114,94.8,113/82,37.0
867.056,0.935,138,88.3,131/71,37.4
867.06,0.93,141,88.4,135/78,36.0
867.064,0.92,139,94.5,129/78,36.9
867.068,0.92,100,93.2,127/73,36.5
867.072,0.925,171,91.0,102/86,36.8
867.076,0.93,164,88.5,139/77,37.2
867.08,0.91,104,90.7,106/78,36.0
867.084,0.89,104,88.3,110/82,37.4
867.088,0.88,172,88.4,107/79,36.6
867.092,0.875,119,94.0,132/70,36.4
867.096,0.87,174,95.4,117/81,36.5
867.1,0.89,154,90.5,134/85,36.6
867.104,0.86,155,90.8,113/76,36.0
867.108,0.83,173,93.9,134/84,36.8
867.112,0.785,175,88.5,131/89,37.3
867.116,0.835,128,91.0,108/86,36.8
867.12,0.86,119,89.6,131/85,36.6
867.124,0.855,168,88.4,113/79,37.0
867.128,0.835,153,88.6,133/83,36.6
867.132,0.83,135,94.5,122/75,37.3
867.136,0.79,116,88.2,108/83,37.3
867.14,0.82,105,95.0,125/87,37.3
867.144,0.85,153,91.8,115/75,37.0
867.148,0.84,157,93.2,110/75,36.0
867.152,0.77,115,91.6,129/80,36.8
867.156,0.77,115,94.2,124/84,37.0
867.16,0.765,173,89.0,132/89,36.3
867.164,0.715,111,94.3,137/70,37.1
867.168,0.705,102,88.1,113/70,37.2
867.172,0.66,178,91.5,132/88,36.7
867.176,0.66,109,88.9,131/75,37.4
867.18,0.655,176,91.6,131/71,37.3
867.184,0.675,106,91.3,120/80,37.1
867.188,0.74,156,90.0,106/81,36.7
867.192,0.74,115,89.4,122/77,37.4
867.196,0.725,109,95.0,133/80,36.8
867.2,0.72,153,93.3,105/88,36.3
867.204,0.73,177,94.7,122/73,36.2
867.208,0.735,146,91.0,132/81,36.8
867.212,0.725,123,96.0,129/73,36.3
867.216,0.705,155,88.8,124/82,37.2
867.22,0.695,155,88.7,105/82,37.2
867.224,0.78,115,93.1,139/79,36.5
867.228,0.775,179,89.4,112/81,36.8
867.232,0.755,148,94.5,139/74,37.3
867.236,0.76,145,92.1,123/85,37.3
867.24,0.755,142,89.2,117/71,37.1
867.244,0.74,110,90.5,110/86,36.9
867.248,0.73,146,89.0,115/77,36.1
867.252,0.71,107,92.1,125/70,37.1
867.256,0.78,154,89.1,127/73,36.8
867.26,0.82,179,95.6,104/77,36.0
867.264,0.85,154,91.1,128/75,36.7
867.268,0.845,106,89.2,114/89,36.6
867.272,0.845,176,90.1,129/73,36.7
867.276,0.84,175,90.3,102/72,37.2
867.28,0.845,132,91.7,117/73,36.1
867.284,0.82,172,89.5,124/76,37.0
867.288,0.8,145,94.4,129/76,36.8
867.292,0.855,105,94.7,120/85,37.4
867.296,0.87,118,92.8,135/85,36.9
867.3,0.905,153,95.7,134/83,37.1
867.304,0.915,150,88.2,107/77,36.9
867.308,0.905,176,90.4,110/74,36.7
867.312,0.9,155,89.6,118/70,36.5
867.316,0.925,100,94.1,112/78,37.0
867.32,0.89,158,93.8,112/71,36.4
867.324,0.87,178,95.5,126/86,37.3
867.328,0.88,108,90.4,134/86,36.2
867.332,0.895,149,88.7,102/72,36.2
867.336,0.81,165,95.0,121/85,36.6
867.34,0.76,129,90.6,126/81,36.6
867.344,0.775,114,88.6,134/83,37.3
867.348,0.745,162,92.8,116/87,36.3
867.352,0.745,146,91.0,118/77,36.7
867.356,0.725,154,91.5,133/75,37.5
867.36,0.69,171,93.8,106/86,37.0
867.364,0.715,154,91.4,132/75,37.1
867.368,0.7,172,92.3,133/74,36.2
867.372,0.62,148,88.4,105/88,36.3
867.376,0.585,103,93.9,137/72,36.6
867.38,0.555,121,90.1,126/70,36.6
867.384,0.55,160,95.4,119/87,37.4
867.388,0.575,133,89.6,122/72,36.7
867.392,0.585,111,94.3,131/85,36.6
867.396,0.58,115,95.5,138/88,36.8
867.4,0.53,136,94.2,114/82,36.6
867.404,0.515,158,94.9,136/73,37.0
867.408,0.555,101,95.2,108/78,36.7
867.412,0.54,122,90.5,138/78,36.4
867.416,0.52,176,89.7,139/71,37.3
867.42,0.51,162,92.5,122/83,36.7
867.424,0.5,131,93.6,109/73,36.1
867.428,0.46,104,94.6,118/76,37.1
867.432,0.455,174,93.2,124/89,36.1
867.436,0.465,126,88.8,128/77,36.1
867.44,0.445,139,89.2,125/75,36.2
867.444,0.44,165,90.1,125/82,37.2
867.448,0.47,171,91.3,104/77,37.1
867.452,0.495,133,95.8,101/85,36.5
867.456,0.525,163,89.1,135/81,37.3
867.46,0.52,179,90.2,112/74,37.0
867.464,0.51,177,95.9,106/74,36.3
867.468,0.445,135,93.5,121/70,36.5
867.472,0.44,139,95.2,138/76,37.4
867.476,0.47,159,95.3,115/89,37.4
867.48,0.45,127,92.0,138/74,36.3
867.484,0.455,165,95.5,113/87,37.4
867.488,0.49,153,91.9,136/83,37.5
867.492,0.515,119,90.8,103/78,36.6
867.496,0.535,135,92.7,139/87,36.2
867.5,0.535,114,91.9,137/86,36.3
867.504,0.535,176,95.6,104/79,36.4
867.508,0.525,121,94.4,106/87,36.7
867.512,0.545,171,95.3,114/81,36.5
867.516,0.56,174,93.8,136/73,36.9
867.52,0.53,149,92.6,121/88,37.2
867.524,0.5,134,92.4,121/76,37.0
867.528,0.46,166,90.1,114/85,37.1
867.532,0.48,138,92.3,101/87,37.2
867.536,0.475,114,90.5,114/78,36.2
867.54,0.485,145,92.3,139/86,37.1
867.544,0.475,177,90.2,118/80,37.3
867.548,0.46,127,90.8,119/86,36.6
867.552,0.44,111,92.9,124/83,36.7
867.556,0.415,140,91.3,108/72,37.2
867.56,0.395,167,90.2,125/88,37.2
867.564,0.39,161,90.1,124/73,37.4
867.568,0.45,154,88.2,111/76,36.4
867.572,0.625,161,89.6,126/77,36.6
867.576,0.96,129,91.8,138/80,36.5
867.58,1.32,127,92.7,112/77,36.7
867.584,1.37,156,93.6,136/87,36.4
867.588,0.805,116,92.9,113/77,36.8
867.592,0.165,146,93.7,133/73,36.7
867.596,-0.475,139,93.6,126/75,36.1
867.6,-1.115,110,91.5,104/79,37.0
867.604,-1.755,171,90.4,106/76,36.2
867.608,-2.395,133,92.4,119/70,36.5
867.612,-3.035,135,91.1,111/82,36.7
867.616,-3.675,138,95.7,108/73,36.7
867.62,-4.315,112,89.2,138/89,36.9
867.624,-4.955,174,91.0,117/70,36.1
867.628,-5.595,132,95.9,125/73,36.4
867.632,-6.235,164,89.1,135/74,36.3
867.636,-6.875,178,94.1,124/71,36.7
867.64,-7.515,116,93.9,118/78,37.4
867.644,-6.88,167,95.0,134/79,37.2
867.648,-6.245,136,92.4,128/86,36.5
867.652,-5.61,133,88.2,122/81,36.3
867.656,-4.975,149,92.8,117/89,36.1
867.66,-4.34,125,90.4,101/70,36.2
867.664,-3.705,112,90.6,127/77,36.5
867.668,-3.07,168,90.1,104/89,37.3
867.672,-2.435,179,92.9,137/72,37.2
867.676,-1.8,117,89.4,116/72,36.0
867.68,-1.165,166,88.3,104/76,36.6
867.684,-0.53,158,92.4,134/75,37.3
867.688,0.105,165,90.0,109/84,37.0
867.692,0.74,173,94.3,108/82,37.4
867.696,1.34,148,93.2,132/75,36.1
867.7,1.39,114,88.8,114/86,36.3
867.704,1.445,118,89.2,115/72,36.2
867.708,1.49,153,88.4,139/75,36.2
867.712,1.515,162,93.3,132/87,36.7
867.716,1.52,151,88.9,129/78,37.3
867.72,1.515,174,92.6,138/86,37.1
867.724,1.535,172,90.9,101/76,37.0
867.728,1.56,153,90.7,110/88,36.6
867.732,1.575,109,90.7,108/71,37.5
867.736,1.595,158,90.4,121/89,36.4
867.74,1.595,170,91.3,125/79,36.8
867.744,1.635,109,95.5,119/81,37.4
867.748,1.66,107,90.2,118/85,36.4
867.752,1.625,159,89.8,126/84,36.1
867.756,1.655,148,93.0,125/87,36.7
867.76,1.625,167,92.6,120/89,36.3
867.764,1.63,149,91.3,123/73,36.2
867.768,1.66,126,91.4,127/89,36.8
867.772,1.66,122,95.1,103/83,36.8
867.776,1.64,133,93.7,105/83,36.1
867.78,1.575,154,92.2,136/73,37.4
867.784,1.6,141,92.5,117/84,37.5
867.788,1.585,114,93.6,111/82,36.9
867.792,1.54,116,90.3,118/81,36.5
867.796,1.525,136,89.6,112/79,36.1
867.8,1.45,109,93.9,102/81,37.0
867.804,1.425,164,88.5,101/77,36.6
867.808,1.42,175,90.6,112/86,36.0
867.812,1.4,134,94.7,134/82,36.6
867.816,1.385,121,91.6,112/83,36.3
867.82,1.38,139,92.0,132/82,36.7
867.824,1.35,131,90.1,118/72,36.0
867.828,1.345,122,90.7,124/72,37.5
867.832,1.35,154,89.6,113/82,36.6
867.836,1.325,145,90.8,139/71,36.2
867.84,1.37,168,92.6,107/83,36.1
867.844,1.415,144,94.1,127/78,37.2
867.848,1.44,128,94.4,124/83,37.3
867.852,1.44,137,89.8,100/73,36.2
867.856,1.415,110,95.1,111/74,36.2
867.86,1.46,160,90.6,103/73,36.8
867.864,1.45,135,92.2,100/78,37.1
867.868,1.44,175,90.7,120/73,37.3
867.872,1.435,172,93.3,116/76,37.2
867.876,1.445,113,95.8,114/85,36.9
867.88,1.5,178,93.2,130/88,36.9
867.884,1.515,148,88.7,131/83,37.0
867.888,1.47,136,88.3,135/87,36.8
867.892,1.475,164,93.7,104/71,36.7
867.896,1.43,115,88.0,119/86,37.1
867.9,1.45,162,95.9,139/73,36.6
867.904,1.47,139,90.7,120/85,36.2
867.908,1.475,112,91.2,115/80,36.4
867.912,1.535,166,91.2,115/78,36.1
867.916,1.525,158,89.4,117/71,37.4
867.92,1.525,167,90.7,138/73,36.6
867.924,1.525,175,95.1,102/79,36.5
867.928,1.54,107,92.4,105/79,36.0
867.932,1.5,158,93.2,114/79,36.6
867.936,1.51,173,88.3,126/71,36.8
867.94,1.5,101,89.9,100/70,36.1
867.944,1.54,118,92.3,122/84,37.3
867.948,1.56,139,91.8,129/87,37.1
867.952,1.595,135,95.3,102/82,37.1
867.956,1.64,138,93.7,114/88,36.9
867.96,1.675,157,94.6,108/75,36.0
867.964,1.65,107,95.5,104/77,37.1
867.968,1.635,124,93.2,103/85,37.0
867.972,1.66,101,95.2,137/87,37.0
867.976,1.695,157,88.9,135/79,37.4
867.98,1.67,125,94.6,109/75,37.5
867.984,1.69,148,89.7,105/88,36.9
867.988,1.685,117,95.4,128/83,37.0
867.992,1.71,174,95.6,127/88,37.1
867.996,1.7,148,88.6,116/86,37.2
868.0,1.715,141,92.7,113/71,36.6
868.004,1.73,123,91.4,123/83,37.2
868.008,1.775,101,94.9,123/76,36.2
868.012,1.78,129,89.9,114/72,36.9
868.016,1.825,174,89.1,122/86,36.7
868.02,1.81,148,92.7,101/75,36.3
868.024,1.85,104,88.4,111/87,37.0
868.028,1.9,105,92.2,102/86,36.0
868.032,1.84,175,88.9,101/74,37.0
